掉落ID	奖励名称	必掉奖励	随机类型（0万分比，1权重）	奖励随机个数	奖励1	奖励1权重	奖励2	奖励2权重	奖励3	奖励3权重	奖励4	奖励4权重	奖励5	奖励5权重	奖励6	奖励6权重	奖励7	奖励7权重	奖励8	奖励8权重	奖励9	奖励9权重	奖励10	奖励10权重	奖励11	奖励11权重	奖励12	奖励12权重	奖励13	奖励13权重	奖励14	奖励14权重	奖励15	奖励15权重
1201	领地boss正义之子掉落	fragment.5021:1,user.legion:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1202	领地boss古怪巫师掉落	fragment.5022:1,user.legion:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1203	领地boss狮鹫骑士掉落	fragment.5023:1,user.legion:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1204	领地boss精灵游侠掉落	fragment.5024:1,user.legion:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1205	领地boss潮汐之灾掉落	fragment.5025:1,user.legion:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1206	领地boss海洋之灵掉落	fragment.5026:1,user.legion:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1207	领地boss死亡大帝掉落	fragment.5027:1,user.legion:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1208	领地boss驯龙女巫掉落	fragment.5028:1,user.legion:100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1301	村庄1掉落	0	0	2	user.hero_exp:250	10000	user.gold:200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1302	村庄2掉落	0	0	2	fragment.4013:1	70	user.gold:200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1303	村庄3掉落	0	0	2	material.1:1	350	user.gold:200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1304	村庄4掉落	0	0	2	material.200101:1	350	user.gold:200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1305	村庄5掉落	0	0	2	material.940:1	70	user.gold:200	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1306	村庄6掉落	0	0	2	user.bindcash:1	750	user.gold:400	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1307	村庄7掉落	0	0	2	fragment.5027:1	25	user.gold:400	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1308	村庄8掉落	0	0	2	material.41:1	7500	user.gold:400	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1309	村庄9掉落	0	0	2	material.100001:1	125	user.gold:400	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1310	村庄10掉落	0	0	2	material.950:1	25	user.gold:400	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10001	关卡1手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10002	关卡2手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10003	关卡3手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10004	关卡4手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10005	关卡5手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10006	关卡6手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10007	关卡7手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10008	关卡8手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10009	关卡9手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10010	关卡10手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10011	关卡11手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10012	关卡12手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10013	关卡13手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10014	关卡14手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10015	关卡15手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10016	关卡16手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10017	关卡17手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10018	关卡18手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10019	关卡19手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10020	关卡20手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10021	关卡21手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10022	关卡22手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10023	关卡23手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10024	关卡24手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10025	关卡25手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10026	关卡26手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10027	关卡27手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10028	关卡28手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10029	关卡29手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10030	关卡30手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10031	关卡31手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10032	关卡32手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10033	关卡33手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10034	关卡34手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10035	关卡35手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10036	关卡36手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10037	关卡37手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10038	关卡38手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10039	关卡39手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10040	关卡40手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	关卡41手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10042	关卡42手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10043	关卡43手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10044	关卡44手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10045	关卡45手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10046	关卡46手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10047	关卡47手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10048	关卡48手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10049	关卡49手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10050	关卡50手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10051	关卡51手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10052	关卡52手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10053	关卡53手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10054	关卡54手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10055	关卡55手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10056	关卡56手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10057	关卡57手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10058	关卡58手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10059	关卡59手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10060	关卡60手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10061	关卡61手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10062	关卡62手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10063	关卡63手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10064	关卡64手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10065	关卡65手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10066	关卡66手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10067	关卡67手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10068	关卡68手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10069	关卡69手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10070	关卡70手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10071	关卡71手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10072	关卡72手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10073	关卡73手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10074	关卡74手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10075	关卡75手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10076	关卡76手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10077	关卡77手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10078	关卡78手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10079	关卡79手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10080	关卡80手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10081	关卡81手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10082	关卡82手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10083	关卡83手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10084	关卡84手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10085	关卡85手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10086	关卡86手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10087	关卡87手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10088	关卡88手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10089	关卡89手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10090	关卡90手动杀怪掉落	user.gold:1	0	4	equip.10001:1	1000	,equip.10002:1	1000	equip.10003:1	1000	equip.10004:1	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
